,Unnamed: 0,name,Daily,%YD,%LW,Theaters,Avg,To Date,Days,Distributor
2379,2379, 'Cruel Intentions2019 Re-release',"$28,327 ",-37.40%,-,708,$40 ,"$422,053 ",7,Sony Pictures Releasing\n\n
2390,2390, 'Greta',"$11,665 ",-38.80%,-73.20%,384,$30 ,"$10,491,395 ",28,Focus Features\n\n
2391,2391, 'Badla',"$10,689 ",-38.50%,-51.50%,97,$110 ,"$1,785,264 ",21,Reliance Big Pictures\n\n
2392,2392, 'Los Domirriqueños 2',"$10,201 ",-38.60%,-61.60%,82,$124 ,"$766,265 ",15,Spanglish Movies\n\n
2395,2395, 'Climax',"$9,752 ",-19.20%,-54.80%,136,$71 ,"$766,724 ",28,A24\n\n
2402,2402, 'The Hummingbird Project',"$5,666 ",-31.60%,124.20%,41,$138 ,"$140,949 ",14,The Orchard\n\n
2407,2407, 'Giant Little Ones',"$2,935 ",8.50%,-21.10%,31,$94 ,"$144,643 ",28,Vertical Entertainment\n\n
2408,2408, 'Gully Boy',"$2,920 ",-41.80%,-36%,30,$97 ,"$5,552,844 ",43,-
2416,2416, 'Out of Blue',"$1,389 ",-16.40%,-,35,$39 ,"$18,779 ",7,IFC Films\n\n
2417,2417, 'The Crossing',"$1,065 ",-42.30%,-76.40%,7,$152 ,"$82,453 ",14,CMC Pictures\n\n
2418,2418, 'Luka Chuppi',"$1,030 ",-56.90%,-67.90%,27,$38 ,"$1,038,428 ",28,-
2419,2419, 'This Magnificent Cake!',$890 ,1189.90%,846.80%,2,$445 ,"$4,857 ",28,GKIDS\n\n
2422,2422, 'Cliffs of Freedom',$586 ,-16%,3.50%,7,$83 ,"$63,529 ",28,Round Hill Media\n\n
2424,2424, 'Yardie',$107 ,75.40%,-96.10%,10,$10 ,"$36,012 ",14,Rialto Pictures\n\n
2491,2491, 'Highlander: Endgame',"$178,000 ",-,-43.30%,"1,331",$133 ,"$11,964,133 ",24,Miramax\n\n
2535,2535, 'The Nutcracker in 3D',"$1,856 ",144.20%,-58.90%,37,$50 ,"$195,459 ",23,Freestyle Releasing\n\n
2538,2538, 'Frankie & Alice',$998 ,12.90%,-,1,$998 ,"$10,670 ",7,Freestyle Releasing\n\n
2539,2539, 'Wild Target',$812 ,-0.70%,-49.10%,7,$116 ,"$108,589 ",49,Freestyle Releasing\n\n
2542,2542," ""Saint Misbehavin': The Wavy Gravy Movie""",", ",", ",", ",", ",", ",", ",", ",", "
2543,2543, 'Breathless2010 Re-release',$250 ,86.60%,-27.50%,2,$125 ,"$363,031 ",203,Rialto Pictures\n\n
2555,2555, 'The Lion King2011 3D Release',"$211,007 ",4.60%,-35.50%,"1,970",$107 ,"$91,354,300 ",35,Walt Disney Studios Motion Pictures\n\n
2558,2558, 'The Help',"$153,056 ",3.70%,-43%,"1,267",$120 ,"$165,476,836 ",72,Walt Disney Studios Motion Pictures\n\n
2568,2568, 'The Debt',"$18,027 ",-9.30%,-46.20%,200,$90 ,"$30,952,074 ",51,Focus Features\n\n
2571,2571, 'Cowboys & Aliens',"$14,505 ",6.60%,8%,208,$69 ,"$100,022,941 ",84,Universal Pictures\n\n
2573,2573, 'Warrior',"$7,979 ",1.40%,-57.40%,135,$59 ,"$13,603,942 ",42,Lionsgate\n\n
2575,2575, 'Horrible Bosses',"$5,716 ",15%,-43.40%,85,$67 ,"$117,506,259 ",105,Warner Bros.\n\n
2576,2576, 'Red Lips',"$5,016 ",-12.40%,-,67,$74 ,"$97,813 ",7,Lionsgate\n\n
2579,2579, 'Seven Days in Utopia',"$3,151 ",15.80%,-43.60%,41,$76 ,"$4,343,838 ",49,Visio Entertainment\n\n
2588,2588, 'Margaret',$912 ,5.30%,-72.70%,6,$152 ,"$43,058 ",21,Fox Searchlight Pictures\n\n
2589,2589, 'Went the Day Well?',$703 ,-36.30%,-,1,$703 ,"$45,245 ",154,Rialto Pictures\n\n
2590,2590, 'Thunder Soul',$603 ,-9.30%,-78.60%,4,$150 ,"$141,989 ",28,Roadside Attractions\n\n
2595,2595, 'The Smurfs',"$4,654,044 ",-12.10%,-30.30%,"3,427","$1,358 ","$101,778,741 ",17,Sony Pictures Releasing\n\n
2596,2596, 'Final Destination 5',"$4,415,869 ",-29.60%,-,"3,155","$1,399 ","$18,031,396 ",3,Warner Bros.\n\n
2597,2597, '30 Minutes or Less',"$3,984,166 ",-11.50%,-,"2,888","$1,379 ","$13,330,118 ",3,Sony Pictures Releasing\n\n
2602,2602, 'The Change-Up',"$1,893,450 ",-23.50%,-49.60%,"2,913",$650 ,"$25,838,850 ",10,Universal Pictures\n\n
2603,2603, 'Glee: The 3D Concert Movie',"$1,510,912 ",-11.90%,-,"2,040",$740 ,"$5,961,231 ",3,Twentieth Century Fox\n\n
2605,2605, 'Friends with Benefits',"$545,913 ",-24%,-61.30%,"1,294",$421 ,"$53,079,337 ",24,Screen Gems\n\n
2606,2606, 'Transformers: Dark of the Moon',"$424,979 ",-26%,-56.40%,886,$479 ,"$347,268,800 ",47,DreamWorks\n\n
2607,2607, 'Zookeeper',"$281,366 ",-30.90%,-55.20%,748,$376 ,"$75,800,690 ",38,Sony Pictures Releasing\n\n
2608,2608, 'Cars 2',"$239,951 ",-6.60%,-45.20%,494,$485 ,"$186,196,557 ",52,Walt Disney Studios Motion Pictures\n\n
2610,2610, 'Green Lantern',"$127,861 ",-20%,314%,242,$528 ,"$115,037,144 ",59,Warner Bros.\n\n
2611,2611," ""Mr. Popper's Penguins""",", ",", ",", ",", ",", ",", ",", ",", "
2614,2614, 'Aarakshan',"$99,091 ",-27.80%,-,91,"$1,088 ","$344,661 ",3,Reliance Big Pictures\n\n
2615,2615," ""The Devil's Double""",", ",", ",", ",", ",", ",", ",", ",", "
2617,2617, 'Another Earth',"$63,846 ",7.30%,10.20%,82,$778 ,"$699,059 ",24,Fox Searchlight Pictures\n\n
2621,2621, 'Attack the Block',"$37,741 ",-5.30%,50.20%,40,$943 ,"$454,087 ",17,Screen Gems\n\n
2624,2624, 'Bad Teacher',"$33,724 ",-62.30%,-61.20%,149,$226 ,"$97,901,421 ",52,Sony Pictures Releasing\n\n
2625,2625, 'Snow Flower and the Secret Fan',"$30,309 ",-1.70%,-49.90%,104,$291 ,"$1,195,867 ",31,Fox Searchlight Pictures\n\n
2626,2626, 'Larry Crowne',"$25,730 ",-34%,-39.30%,166,$155 ,"$35,565,975 ",45,Universal Pictures\n\n
2627,2627, 'Monte Carlo',"$24,841 ",-27.60%,-25.70%,124,$200 ,"$22,689,488 ",45,Twentieth Century Fox\n\n
2631,2631, 'Gun Hill Road',"$7,814 ",-10.20%,-29.80%,10,$781 ,"$75,409 ",10,Motion Film Group\n\n
2633,2633, 'A Better Life',"$5,885 ",-8.20%,-52.90%,51,$115 ,"$1,697,973 ",52,Summit Entertainment\n\n
2634,2634, 'Turtle: The Incredible Journey',"$5,328 ",-23.10%,-18.70%,12,$444 ,"$336,645 ",52,Hannover House\n\n
2639,2639, 'Singham',"$1,633 ",19.80%,-75.80%,9,$181 ,"$345,125 ",24,Reliance Big Pictures\n\n
2646,2646, 'Daylight',$24 ,-65.20%,-,1,$24 ,"$2,904 ",31,Cinema Purgatorio\n\n
2654,2654, 'Swordfish',"$779,307 ",-0.50%,-,"2,660",$292 ,"$56,490,750 ",21,Warner Bros.\n\n
2658,2658, 'The Animal',"$307,581 ",-4.90%,-,"2,228",$138 ,"$52,551,678 ",28,Revolution Studios\n\n
2660,2660," ""What's the Worst That Could Happen?""",", ",", ",", ",", ",", ",", ",", ",", "
2689,2689, 'Promised Land',"$52,445 ",8.30%,-,25,"$2,097 ","$226,360 ",4,Focus Features\n\n
2716,2716, 'Django',$69 ,-80.70%,-,2,$34 ,"$13,443 ",11,Rialto Pictures\n\n
2723,2723, 'Beauty and the Beast2012 3D Release',"$522,808 ",7.60%,-34.80%,"2,625",$199 ,"$35,802,331 ",14,Walt Disney Studios Motion Pictures\n\n
2727,2727, 'The Girl with the Dragon Tattoo',"$363,822 ",4%,-36.30%,"1,907",$190 ,"$95,995,113 ",37,Sony Pictures Releasing\n\n
2738,2738, 'Agneepath',"$72,632 ",-,-,132,$550 ,"$72,632 ",1,Eros International\n\n
2741,2741, 'The Twilight Saga: Breaking Dawn - Part 1',"$28,870 ",5.80%,-48.90%,370,$78 ,"$280,371,424 ",70,Summit Entertainment\n\n
2745,2745, 'Young Adult',"$15,854 ",-6%,-63.90%,150,$105 ,"$16,136,205 ",49,Paramount Pictures\n\n
2747,2747, 'The Sitter',"$14,403 ",2.60%,-64.90%,191,$75 ,"$30,078,067 ",49,Twentieth Century Fox\n\n
2750,2750," ""New Year's Eve""",", ",", ",", ",", ",", ",", ",", ",", "
2758,2758, 'Vettai',"$1,797 ",26.10%,-52.20%,21,$85 ,"$159,229 ",14,UTV Motion Pictures\n\n
2760,2760, 'Don 2',$366 ,-59.50%,-74.60%,12,$30 ,"$3,675,986 ",36,Reliance Big Pictures\n\n
2763,2763," ""A Knight's Tale""",", ",", ",", ",", ",", ",", ",", ",", "
2766,2766, 'Driven',"$246,528 ",-2.40%,-30.20%,"2,804",$87 ,"$27,199,187 ",21,Warner Bros.\n\n
2771,2771, 'Chocolat',"$79,932 ",2%,-,"1,487",$53 ,"$70,263,572 ",154,Miramax\n\n
2777,2777, 'Pavilion of Women',$993 ,11.40%,-51.40%,8,$124 ,"$34,275 ",14,Focus Features\n\n
2790,2790," ""Pilgrim's Progress""",", ",", ",", ",", ",", ",", ",", ",", "
2798,2798," ""Monty Python's Life of Brian2019 Re-release""",", ",", ",", ",", ",", ",", ",", ",", "
2840,2840, 'The Wind',$443 ,33.80%,-72.90%,18,$24 ,"$28,252 ",14,IFC Films\n\n
2864,2864, 'Sleepy Hollow',"$1,160,000 ",-41.50%,-45.40%,"3,065",$378 ,"$81,360,813 ",24,Paramount Pictures\n\n
2865,2865, 'Pokémon: The First Movie - Mewtwo Strikes Back',"$438,000 ",-23.40%,-44.40%,"2,426",$180 ,"$82,369,077 ",33,Warner Bros.\n\n
2868,2868, 'Anywhere But Here',"$136,000 ",-,-53.10%,"1,113",$122 ,"$17,551,221 ",31,Twentieth Century Fox\n\n
3044,3044, 'Tolkien',"$827,108 ",-,-,"1,495",$553 ,"$827,108 ",1,Fox Searchlight Pictures\n\n
3049,3049, 'Student of the Year 2',"$138,229 ",-,-,190,$727 ,"$138,229 ",1,FIP\n\n
3058,3058, 'El Chicano',"$55,602 ",-6.30%,-76.50%,447,$124 ,"$1,056,581 ",8,-
3072,3072, 'Charlie Says',"$7,610 ",-,-,38,$200 ,"$7,610 ",1,IFC Films\n\n
3081,3081, 'My Son2019 Re-release',"$1,245 ",-,-,3,$415 ,"$1,245 ",1,Cohen Media Group\n\n
3082,3082, 'Frank and Ava',$809 ,111.20%,14.40%,2,$404 ,"$10,641 ",155,Hannover House\n\n
3086,3086, 'Bauhaus Spirit: 100 Years of Bauhaus',$483 ,-,-,1,$483 ,"$14,457 ",90,Icarus Films\n\n
3088,3088, 'Quartet',$402 ,-,-47.70%,1,$402 ,"$8,348 ",8,Cohen Media Group\n\n
3091,3091," ""L'héritage de la chouette""",", ",", ",", ",", ",", ",", ",", ",", "
3151,3151, 'Here and There',$619 ,-38.30%,-,1,$619 ,"$9,402 ",7,Cinema Purgatorio\n\n
3162,3162," ""Bennett's War""",", ",", ",", ",", ",", ",", ",", ",", "
3186,3186, 'Midsommar',"$6,152 ",-8.10%,-70.90%,50,$123 ,"$27,395,946 ",79,A24\n\n
3194,3194, 'Brian Banks',"$2,768 ",-5.80%,-6.40%,60,$46 ,"$4,354,790 ",42,Bleecker Street Media\n\n
3197,3197, 'One Child Nation',"$1,459 ",7%,-,22,$66 ,"$250,602 ",42,Amazon Studios\n\n
3199,3199, 'Mission Mangal',$981 ,-59.50%,-79.10%,43,$22 ,"$3,653,882 ",36,FIP\n\n
3204,3204, 'Marianne & Leonard: Words of Love',$655 ,-36.50%,-85%,34,$19 ,"$1,012,034 ",77,Roadside Attractions\n\n
3205,3205, 'Another Day of Life',$506 ,59.60%,-,2,$253 ,"$3,190 ",7,GKIDS\n\n
3209,3209, 'Rapid Response',$312 ,-49.70%,18.20%,10,$31 ,"$12,689 ",14,Atlas Distribution Company\n\n
3211,3211, 'Bethany Hamilton: Unstoppable',$216 ,100%,500%,2,$108 ,"$589,581 ",70,Entertainment Studios Motion Pictures\n\n
3212,3212, 'Free Trip to Egypt',$175 ,22.40%,-73.60%,4,$43 ,"$45,879 ",112,-
3301,3301, 'Rush Hour 2',"$8,060,000 ",55.50%,-37%,"3,080","$2,616 ","$160,874,620 ",16,New Line Cinema\n\n
3303,3303, 'Rat Race',"$4,539,000 ",22.40%,-,"2,550","$1,780 ","$8,247,000 ",2,Paramount Pictures\n\n
3304,3304, 'The Others',"$4,268,000 ",28.40%,-18%,"2,153","$1,982 ","$28,853,536 ",9,Miramax\n\n
3305,3305, 'The Princess Diaries',"$3,828,000 ",27%,-28.70%,"2,726","$1,404 ","$67,470,410 ",16,Walt Disney Studios Motion Pictures\n\n
3306,3306, 'Planet of the Apes',"$2,944,000 ",56.60%,-45.40%,"3,060",$962 ,"$158,919,436 ",23,Twentieth Century Fox\n\n
3359,3359, 'Mia and the Migoo2010 Re-release',"$6,146 ",-24.70%,-,1,"$6,146 ","$16,975 ",3,GKIDS\n\n
3365,3365, 'Bereavement',$78 ,-50%,-96.20%,2,$39 ,"$43,712 ",24,-
3379,3379, 'The Giant Spider Invasion',"$207,893 ",-,-,685,$303 ,"$207,983 ",1,Fathom Events\n\n
3382,3382, 'Yesterday',"$127,090 ",-15.20%,-52.50%,866,$146 ,"$71,093,395 ",49,Universal Pictures\n\n
3383,3383, 'Woodstock',"$126,562 ",-,-,781,$162 ,"$126,562 ",1,Fathom Events\n\n
3385,3385, 'Crawl',"$57,237 ",-23.70%,-68%,757,$75 ,"$38,439,294 ",35,Paramount Pictures\n\n
3388,3388, 'Batla House',"$23,261 ",-,-,64,$363 ,"$23,261 ",1,-
3390,3390, 'The Bravest',"$21,394 ",-14.70%,-,150,$142 ,"$213,851 ",7,Sony Pictures Releasing\n\n
3401,3401, 'Them That Follow',"$9,529 ",-31.40%,986.50%,195,$48 ,"$155,028 ",14,1091 Media\n\n
3405,3405, 'ECCO',"$6,200 ",-33.30%,-,155,$40 ,"$84,940 ",7,Citadel Film Group\n\n
3409,3409, 'Stuber',"$4,185 ",-22.60%,-92.60%,110,$38 ,"$22,279,897 ",35,Twentieth Century Fox\n\n
3412,3412, 'Wild Rose',"$3,682 ",-6%,-61.50%,38,$96 ,"$1,601,731 ",56,Neon\n\n
3418,3418, 'The White Storm 2: Drug Lords',$676 ,51.20%,-31.70%,1,$676 ,"$609,461 ",35,CMC Pictures\n\n
3422,3422, 'Ode to Joy',$239 ,-86.80%,-,2,$119 ,"$6,390 ",7,IFC Films\n\n
3443,3443, 'The Muppets',"$68,511 ",-84.90%,-93.40%,"1,236",$55 ,"$85,629,706 ",48,Walt Disney Studios Motion Pictures\n\n
3457,3457, 'Arthur Christmas',"$6,504 ",-78.60%,-97.40%,280,$23 ,"$46,446,995 ",48,Sony Pictures Releasing\n\n
3504,3504, 'The Man with the Iron Fists',"$10,905 ",-7.30%,-9.80%,181,$60 ,"$15,569,165 ",42,Universal Pictures\n\n
3505,3505, 'Seven Psychopaths',"$10,246 ",4.60%,-32.90%,141,$72 ,"$14,944,304 ",63,CBS Films\n\n
3512,3512, 'Silent Hill: Revelation',"$2,493 ",16.90%,-37.30%,71,$35 ,"$17,517,627 ",49,Open Road Films (II)\n\n
3515,3515, 'Hecho en México',"$2,235 ",-18.30%,-38.10%,26,$85 ,"$131,790 ",14,Lionsgate\n\n
3520,3520, 'Fun Size',"$1,722 ",10.10%,-41.70%,80,$21 ,"$9,409,538 ",49,Paramount Pictures\n\n
3524,3524, 'This Must Be the Place',$670 ,-12%,-25.10%,5,$134 ,"$139,171 ",42,The Weinstein Company\n\n
3525,3525, 'Escape Fire: The Fight to Rescue American Healthcare',$51 ,-1.90%,-95%,2,$25 ,"$84,898 ",70,Roadside Attractions\n\n
3526,3526, 'A Man Vanishes2012 Re-release',$6 ,-66.70%,-,1,$6 ,"$3,491 ",29,Icarus Films\n\n
3584,3584, 'Mary Queen of Scots',"$213,470 ",-10%,-42.20%,"1,052",$202 ,"$14,376,875 ",35,Focus Features\n\n
3590,3590, 'Modest Heroes',"$86,552 ",-,-,370,$233 ,"$86,552 ",1,Fathom Events\n\n
3592,3592, 'Simmba',"$46,766 ",-28.40%,-71.10%,295,$158 ,"$4,400,777 ",14,Reliance Big Pictures\n\n
3593,3593, 'Welcome to Marwen',"$42,740 ",-32.70%,-83.40%,"1,561",$27 ,"$10,707,485 ",21,Universal Pictures\n\n
3594,3594, 'Instant Family',"$40,712 ",-16.20%,-71%,604,$67 ,"$66,429,272 ",56,Paramount Pictures\n\n
3599,3599, 'Mortal Engines',"$16,310 ",-33.60%,-87.90%,572,$28 ,"$15,864,825 ",28,Universal Pictures\n\n
3600,3600," ""At Eternity's Gate""",", ",", ",", ",", ",", ",", ",", ",", "
3605,3605, 'The Nutcracker and the Four Realms',"$5,539 ",-3.70%,-82.10%,172,$32 ,"$54,811,620 ",70,Walt Disney Studios Motion Pictures\n\n
3606,3606, 'Venom',"$4,969 ",3.20%,-69%,86,$57 ,"$213,449,854 ",98,Sony Pictures Releasing\n\n
3607,3607, 'Smallfoot',"$4,410 ",0.30%,-81.40%,160,$27 ,"$83,174,287 ",105,Warner Bros.\n\n
3611,3611, 'Wildlife',"$1,698 ",18.40%,-,13,$130 ,"$1,028,093 ",84,IFC Films\n\n
3615,3615, 'Crazy Rich Asians',$852 ,48.20%,-38.40%,19,$44 ,"$174,052,657 ",149,Warner Bros.\n\n
3618,3618, 'The House That Jack Built2018 Re-release',$508 ,-44.80%,-63.80%,10,$50 ,"$82,365 ",28,IFC Films\n\n
3619,3619, 'State Like Sleep',$347 ,-9.60%,-,10,$34 ,"$4,282 ",7,The Orchard\n\n
3620,3620, 'A Private War',$118 ,-88%,-62.50%,6,$19 ,"$1,624,577 ",70,Aviron Pictures\n\n
3636,3636," ""Ocean's Eleven""",", ",", ",", ",", ",", ",", ",", ",", "
3705,3705, 'My Uncle Rafael',"$6,253 ",-20.30%,-,14,$446 ,"$137,045 ",7,Rocky Mountain Pictures\n\n
3718,3718, 'Tales of the Night',$314 ,-91%,-,1,$314 ,"$3,821 ",2,GKIDS\n\n
3720,3720, 'Money Fight',$52 ,-7.10%,-,1,$52 ,"$9,004 ",7,Pro-Motion Pictures\n\n
3721,3721, 'Husbands in Goa',$50 ,-81.30%,-,7,$7 ,"$5,464 ",7,UTV Motion Pictures\n\n
3775,3775, 'An Acceptable Loss',$514 ,24.50%,-86.50%,14,$36 ,"$31,786 ",20,IFC Films\n\n
3843,3843, 'Donnybrook',"$1,334 ",-47.30%,-,80,$16 ,"$11,136 ",4,IFC Films\n\n
3852,3852, 'The Bounty Killer',$52 ,-,-,1,$52 ,"$48,671 ",25,Indican Pictures\n\n
3854,3854, 'Austin Powers: The Spy Who Shagged Me',"$9,214,000 ",-21.30%,-44.40%,"3,314","$2,780 ","$116,148,215 ",10,New Line Cinema\n\n
3859,3859, 'The Thirteenth Floor',"$130,000 ",-,-66.80%,710,$183 ,"$10,665,506 ",24,Sony Pictures Releasing\n\n
3916,3916, 'The City Dark',$558 ,-70.30%,-,1,$558 ,"$2,438 ",2,Argot Pictures\n\n
3972,3972, 'Priest',"$3,688,947 ",-34.50%,-,"2,864","$1,288 ","$14,953,664 ",3,Screen Gems\n\n
3978,3978, 'Soul Surfer',"$513,135 ",-37.80%,-40.30%,"1,468",$349 ,"$39,232,956 ",38,TriStar Pictures\n\n
3981,3981, 'Prom',"$212,000 ",-52.40%,-52.40%,"1,201",$176 ,"$8,971,930 ",17,Walt Disney Studios Motion Pictures\n\n
3994,3994, 'Arthur',"$63,756 ",-38.10%,-2.40%,344,$185 ,"$32,568,507 ",38,Warner Bros.\n\n
3998,3998, 'Go for It!',"$40,319 ",-11.50%,-,218,$184 ,"$119,714 ",3,Lionsgate\n\n
3999,3999, 'Atlas Shrugged: Part I',"$36,656 ",-35.70%,-42.80%,158,$232 ,"$4,563,873 ",31,Rocky Mountain Pictures\n\n
4003,4003, 'Your Highness',"$22,200 ",-45.50%,-28.80%,148,$150 ,"$21,557,240 ",38,Universal Pictures\n\n
4008,4008," ""It's Not You","$9,226 ",-6.40%,25.20%,50,$184 ,"$1,331,518 ",38,Lionsgate\n\n
4015,4015, 'Dum Maaro Dum',"$2,230 ",-59.70%,-75.30%,20,$111 ,"$551,398 ",24,Fox Searchlight Pictures\n\n
4016,4016, 'Dylan Dog: Dead of Night',"$1,797 ",-43.10%,-93.80%,34,$52 ,"$1,183,354 ",17,-
4017,4017, 'Skateland',"$1,686 ",-2.30%,-,2,$843 ,"$5,254 ",3,Freestyle Releasing\n\n
4021,4021, 'Meet Monica Velour',$472 ,-29.10%,-,1,$472 ,"$28,323 ",38,Anchor Bay Films\n\n
4079,4079, 'Frankenweenie',"$2,158,542 ",-30.20%,-38.80%,"3,005",$718 ,"$22,075,002 ",10,Walt Disney Studios Motion Pictures\n\n
4084,4084, 'Atlas Shrugged II: The Strike',"$412,563 ",-35.20%,-,"1,012",$407 ,"$1,751,572 ",3,Atlas Distribution Company\n\n
4113,4113, 'The Other Dream Team',"$7,042 ",-29.80%,61.70%,12,$586 ,"$70,380 ",17,The Film Arcade\n\n
4114,4114, 'Special Forces',"$3,639 ",-9%,-,5,$727 ,"$10,759 ",3,Entertainment One\n\n
4116,4116, 'Simon & the Oaks',"$3,148 ",-20.50%,-,1,"$3,148 ","$9,964 ",3,The Film Arcade\n\n
4120,4120, 'War of the Buttons',"$1,618 ",-21.90%,-,5,$323 ,"$4,737 ",3,The Weinstein Company\n\n
4121,4121, 'Gayby',"$1,535 ",2.30%,-,1,"$1,535 ","$4,792 ",3,The Film Collaborative\n\n
4129,4129, 'The Bone Collector',"$1,500,460 ",12.60%,-,"2,587",$580 ,"$19,544,785 ",5,Universal Pictures\n\n
4130,4130, 'The Insider',"$544,523 ",20.50%,-,"1,809",$301 ,"$7,708,709 ",5,Walt Disney Studios Motion Pictures\n\n
4131,4131, 'House on Haunted Hill',"$492,231 ",8.10%,-60.60%,"2,710",$181 ,"$28,931,936 ",12,Warner Bros.\n\n
4132,4132, 'The Bachelor',"$433,657 ",19.20%,-,"2,522",$171 ,"$8,277,879 ",5,New Line Cinema\n\n
4137,4137, 'Music of the Heart',"$209,895 ",20%,-42.80%,"1,353",$155 ,"$8,122,739 ",12,Miramax\n\n
4139,4139, 'Being John Malkovich',"$198,330 ",20.50%,105.30%,175,"$1,133 ","$3,238,701 ",12,USA Films\n\n
4147,4147, 'The Straight Story',"$38,107 ",-0.80%,7.50%,186,$204 ,"$1,656,611 ",26,Walt Disney Studios Motion Pictures\n\n
4148,4148, 'Princess Mononoke',"$26,041 ",6.70%,-,38,$685 ,"$643,286 ",12,Miramax\n\n
4210,4210, 'People Like Us',"$525,687 ",-54.10%,-,"2,055",$255 ,"$4,781,110 ",4,Walt Disney Studios Motion Pictures\n\n
4212,4212, 'Rock of Ages',"$396,057 ",-51.90%,-58.70%,"2,405",$164 ,"$35,421,963 ",18,Warner Bros.\n\n
4213,4213," ""That's My Boy""",", ",", ",", ",", ",", ",", ",", ",", "
4215,4215, 'Seeking a Friend for the End of the World',"$152,548 ",-53.20%,-67%,"1,608",$94 ,"$6,771,721 ",11,Focus Features\n\n
4275,4275, 'The Grace Card',"$238,000 ",-42.80%,-,352,$676 ,"$1,010,299 ",3,The Samuel Goldwyn Company\n\n
4301,4301, 'Diary of a Country Priest',"$2,230 ",-38.50%,-,1,"$2,230 ","$7,674 ",3,Rialto Pictures\n\n
4353,4353, 'Inspector Gadget',"$1,949,300 ",-1.50%,-32%,"2,877",$677 ,"$55,605,606 ",14,Walt Disney Studios Motion Pictures\n\n
4404,4404, 'Metal Messiah',"$1,108 ",-,-,1,"$1,108 ","$1,108 ",1,-
4407,4407, 'The Afterlight',$324 ,67%,-,1,$324 ,"$2,339 ",7,Cinema Purgatorio\n\n
4444,4444, 'Star Raiders: The Adventures of Saber Raine',"$176,066 ",-,-,665,$264 ,"$176,066 ",1,Fathom Events\n\n
4464,4464, 'Photograph',"$6,959 ",11.50%,-36.80%,81,$85 ,"$326,548 ",21,Amazon Studios\n\n
4465,4465, 'The Sun Is Also a Star',"$4,574 ",-2.50%,-94.10%,95,$48 ,"$4,950,029 ",21,Warner Bros.\n\n
4473,4473, 'Colossal Youth',$984 ,-,-,1,$984 ,"$4,557 ",308,-
4476,4476," ""India's Most Wanted""",", ",", ",", ",", ",", ",", ",", ",", "
4482,4482, 'The Wandering Soap Opera',$115 ,91.70%,-,1,$115 ,"$1,329 ",21,The Cinema Guild\n\n
4512,4512, 'Patch Adams',"$2,196,845 ",85.10%,-30.60%,"2,729",$805 ,"$121,354,525 ",44,Universal Pictures\n\n
4513,4513, 'Saving Private Ryan',"$1,631,244 ",80.80%,-,"1,027","$1,588 ","$193,557,993 ",198,DreamWorks Distribution\n\n
4514,4514, 'Stepmom',"$1,202,640 ",79.40%,-31.20%,"2,358",$510 ,"$86,553,306 ",44,Sony Pictures Releasing\n\n
4515,4515, 'The Prince of Egypt',"$892,105 ",144.90%,-30.80%,"1,663",$536 ,"$92,724,691 ",51,DreamWorks Distribution\n\n
4516,4516," ""A Bug's Life""",", ",", ",", ",", ",", ",", ",", ",", "
4517,4517, 'In Dreams',"$215,917 ",38.40%,-67.80%,865,$249 ,"$11,237,823 ",23,DreamWorks Distribution\n\n
4518,4518, 'Antz',"$54,811 ",150.20%,-26%,282,$194 ,"$90,596,328 ",128,DreamWorks Distribution\n\n
4554,4554, 'Luv Shuv Tey Chicken Khurana',"$4,426 ",-34.80%,-,60,$73 ,"$111,290 ",6,UTV Motion Pictures\n\n
4558,4558, 'The Bay',"$2,157 ",-16%,-,23,$93 ,"$26,844 ",6,Roadside Attractions\n\n
4565,4565, 'Vamps',$69 ,3%,-,1,$69 ,$696 ,6,Anchor Bay Films\n\n
4620,4620, 'The Night Watchman',$94 ,-,-,1,$94 ,"$1,996 ",119,Icarus Films\n\n
4626,4626, 'African Cats',"$345,203 ",22.30%,-35.90%,"1,224",$282 ,"$11,829,721 ",14,Walt Disney Studios Motion Pictures\n\n
4666,4666, 'Sympathy for Delicious',$522 ,6.50%,-,2,$261 ,"$11,733 ",7,Maya Entertainment\n\n
4669,4669, 'Thank You',$135 ,-23.30%,-,7,$19 ,"$463,540 ",28,UTV Motion Pictures\n\n
4720,4720, 'Total Dhamaal',"$97,654 ",102.40%,-58.50%,209,$467 ,"$1,394,580 ",8,FIP\n\n
4737,4737, 'Sonchiriya',"$18,149 ",-,-,70,$259 ,"$18,149 ",1,-
4742,4742, 'The Wedding Guest',"$4,900 ",-,-,4,"$1,225 ","$4,900 ",1,IFC Films\n\n
4751,4751, 'One Nation,$595 ,-12.40%,-,1,$595 ,"$1,274 ",2,Distrib Films\n\n
4790,4790, 'Guzaarish',"$17,091 ",-33.90%,-65%,58,$294 ,"$989,527 ",17,UTV Motion Pictures\n\n
4792,4792, 'Break Ke Baad',"$13,794 ",-44.30%,-69.90%,73,$188 ,"$409,417 ",12,Reliance Big Pictures\n\n
4823,4823, 'Ford v Ferrari',"$2,023,953 ",-16%,-,"3,528",$573 ,"$41,989,570 ",7,Twentieth Century Fox\n\n
4825,4825, 'The Good Liar',"$565,178 ",-8.70%,-,"2,439",$231 ,"$8,390,794 ",7,Warner Bros.\n\n
4847,4847, 'The Warrior Queen of Jhansi',"$10,215 ",-31.90%,-,277,$36 ,"$170,628 ",7,Roadside Attractions\n\n
